@YEAR,DOY,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ET,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,Date,LAID,AGB,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,SW_Mean
2006,167,29,24.1,33.6,20.7,-99,6.645,0.369,6.427,1.211,0.369,0.842,0,0,183.66,47.92,3.53,44.39,0,0,-99,-99,-99,0.531,0.202,0.058,0.024,0.013,0.009,0.006,0.037,06/16/2006,0.074,49,0.244,0.307,0.329,0.432,0.437,0.448,0.449,0.378
2006,168,30,17.5,26.1,19.1,-99,4.396,0.266,4.238,1.807,0.266,1.54,0,0,188.06,49.73,3.8,45.93,0,0,-99,-99,-99,1.198,0.224,0.067,0.024,0.012,0.009,0.006,0.027,06/17/2006,0.081,55,0.226,0.305,0.328,0.431,0.436,0.448,0.449,0.374714286
2006,169,31,27.9,31.3,16.5,-99,7.521,0.488,7.23,3.993,0.488,3.505,0,0,195.58,53.72,4.28,49.44,0,0,-99,-99,-99,0.191,0.402,0.605,0.51,0.51,0.643,0.644,0.049,06/18/2006,0.085,58,0.211,0.303,0.327,0.431,0.436,0.448,0.449,0.372142857
2006,170,32,30.1,31.6,16.9,-99,8.153,0.566,7.816,2.658,0.566,2.093,0,0,203.74,56.38,4.85,51.53,0,0,-99,-99,-99,1.725,0.242,0.075,0.024,0.012,0.009,0.006,0.057,06/19/2006,0.09,65,0.196,0.302,0.326,0.43,0.436,0.448,0.449,0.369571429
2006,171,33,25.6,33.9,21.6,-99,7.307,0.551,6.977,2.461,0.551,1.91,0,0,211.04,58.84,5.4,53.44,0,0,-99,-99,-99,1.545,0.24,0.074,0.024,0.012,0.009,0.006,0.055,06/20/2006,0.095,73,0.184,0.3,0.324,0.429,0.435,0.448,0.449,0.367
2006,172,34,27,31.5,20.6,-99,7.422,0.61,7.056,2.355,0.61,1.745,0,0,218.46,61.2,6.01,55.18,0,0,-99,-99,-99,1.383,0.237,0.074,0.024,0.012,0.009,0.006,0.061,06/21/2006,0.102,82,0.172,0.298,0.322,0.427,0.434,0.448,0.449,0.364285714
2006,173,35,25.9,31.4,18.9,-99,6.993,0.619,6.62,2.215,0.619,1.596,0,0,225.46,63.41,6.63,56.78,0,0,-99,-99,-99,1.237,0.234,0.074,0.024,0.012,0.009,0.006,0.062,06/22/2006,0.112,90,0.162,0.296,0.321,0.426,0.433,0.448,0.449,0.362142857
2006,174,36,28.4,30.5,15.1,-99,7.352,0.695,6.931,2.158,0.695,1.463,0,0,232.81,65.57,7.32,58.24,0,0,-99,-99,-99,1.108,0.232,0.073,0.024,0.012,0.009,0.006,0.069,06/23/2006,0.123,100,0.168,0.294,0.32,0.425,0.432,0.448,0.449,0.362285714
2006,175,37,18,28.3,15.8,-99,4.552,0.454,4.276,2.099,0.454,1.645,0,0,237.36,67.67,7.78,59.89,0,0,-99,-99,-99,1.293,0.229,0.073,0.023,0.012,0.009,0.006,0.045,06/24/2006,0.132,109,0.215,0.293,0.319,0.424,0.432,0.448,0.449,0.368571429
2006,176,38,25.6,24.7,14.2,-99,6.194,0.65,5.799,2.464,0.65,1.814,0,0,243.55,70.13,8.43,61.7,0,0,-99,-99,-99,1.465,0.226,0.072,0.023,0.012,0.009,0.006,0.065,06/25/2006,0.141,122,0.2,0.291,0.317,0.422,0.43,0.447,0.449,0.365142857
2006,177,39,27.4,27.6,12,-99,6.704,0.813,6.205,2.474,0.813,1.661,0,0,250.26,72.6,9.24,63.36,0,0,-99,-99,-99,1.316,0.224,0.072,0.023,0.012,0.009,0.006,0.081,06/26/2006,0.15,136,0.187,0.289,0.315,0.42,0.429,0.447,0.449,0.362285714
2006,178,40,28.3,30.9,12.4,-99,7.173,1.001,6.552,2.518,1.001,1.517,0,0,257.43,75.12,10.24,64.88,0,0,-99,-99,-99,1.174,0.221,0.071,0.023,0.012,0.009,0.006,0.1,06/27/2006,0.161,149,0.175,0.287,0.314,0.418,0.427,0.447,0.449,0.359571429
2006,179,41,27,30.4,13.5,-99,6.819,1.099,6.13,2.489,1.099,1.391,0,0,264.25,77.61,11.34,66.27,0,0,-99,-99,-99,1.053,0.217,0.071,0.023,0.012,0.009,0.006,0.11,06/28/2006,0.195,167,0.165,0.286,0.313,0.416,0.426,0.446,0.449,0.357285714
2006,180,42,29,33.9,16.8,-99,7.752,1.444,6.833,2.723,1.444,1.279,0,0,272,80.33,12.78,67.55,0,0,-99,-99,-99,0.945,0.214,0.07,0.023,0.012,0.009,0.006,0.144,06/29/2006,0.234,188,0.155,0.284,0.311,0.414,0.424,0.446,0.448,0.354571429
2006,181,43,26.1,33.2,19.3,-99,7.003,1.52,6.016,2.698,1.519,1.178,0,0,279.01,83.03,14.3,68.73,0,0,-99,-99,-99,0.85,0.21,0.069,0.023,0.012,0.009,0.006,0.152,06/30/2006,0.275,215,0.147,0.282,0.31,0.411,0.422,0.445,0.448,0.352142857
2006,182,44,27.9,36.9,22.8,-99,8.592,2.174,7.149,3.322,2.174,1.148,0,0,287.6,86.35,16.48,69.88,0,0,-99,-99,-99,0.825,0.205,0.068,0.023,0.012,0.009,0.006,0.217,07/01/2006,0.325,241,0.249,0.281,0.308,0.409,0.42,0.444,0.448,0.365571429
2006,183,45,22.6,30.7,19.6,-99,5.847,1.708,4.683,3.079,1.708,1.37,0,0,293.44,89.43,18.19,71.25,0,0,-99,-99,-99,1.054,0.2,0.067,0.023,0.012,0.009,0.006,0.171,07/02/2006,0.375,276,0.417,0.458,0.325,0.405,0.417,0.443,0.448,0.416142857
2006,184,46,14.7,31,20.2,-99,3.837,1.286,2.936,2.796,1.286,1.51,0,0,297.28,92.23,19.47,72.76,0,0,-99,-99,-99,1.2,0.195,0.066,0.022,0.012,0.009,0.006,0.129,07/03/2006,0.431,320,0.411,0.446,0.322,0.4,0.412,0.439,0.444,0.410571429
2006,185,47,27.5,27.6,17.4,-99,6.71,2.548,4.863,3.928,2.548,1.38,0,0,303.99,96.16,22.02,74.14,0,0,-99,-99,-99,1.074,0.192,0.065,0.022,0.012,0.009,0.006,0.255,07/04/2006,0.496,368,0.439,0.451,0.452,0.399,0.406,0.434,0.44,0.431571429
2006,186,48,29.6,27.1,14.3,-99,6.951,2.949,4.739,4.211,2.949,1.262,0,0,310.94,100.37,24.97,75.4,0,0,-99,-99,-99,0.964,0.186,0.064,0.022,0.012,0.009,0.006,0.295,07/05/2006,0.572,422,0.433,0.442,0.443,0.394,0.401,0.43,0.436,0.425571429
2006,187,49,28.3,28.6,12.3,-99,6.609,3.078,4.22,4.232,3.077,1.156,0,0,317.55,104.6,28.05,76.55,0,0,-99,-99,-99,0.866,0.179,0.062,0.022,0.012,0.009,0.006,0.308,07/06/2006,0.667,484,0.393,0.434,0.436,0.391,0.398,0.429,0.435,0.416571429
2006,188,50,27.7,30.5,16.7,-99,6.789,3.433,4.07,4.492,3.433,1.06,0,0,324.34,109.09,31.48,77.61,0,0,-99,-99,-99,0.779,0.173,0.061,0.022,0.011,0.009,0.006,0.343,07/07/2006,0.783,550,0.358,0.426,0.429,0.389,0.396,0.428,0.435,0.408714286
2006,189,51,12.6,26.9,17.3,-99,2.956,1.631,1.672,2.819,1.631,1.188,0,0,327.3,111.91,33.11,78.8,0,0,-99,-99,-99,0.917,0.165,0.059,0.021,0.011,0.009,0.006,0.163,07/08/2006,0.91,624,0.33,0.416,0.42,0.385,0.393,0.427,0.434,0.400714286
2006,190,52,23.8,31.3,16.8,-99,5.833,3.476,3.103,4.784,3.476,1.308,0,0,333.13,116.7,36.58,80.11,0,0,-99,-99,-99,1.041,0.162,0.058,0.021,0.011,0.009,0.006,0.348,07/09/2006,1.051,702,0.388,0.408,0.413,0.383,0.391,0.426,0.434,0.406142857
2006,191,53,7.5,23.6,20,-99,1.713,0.858,0.852,1.709,0.858,0.851,0,0,334.84,118.4,37.44,80.96,0,0,-99,-99,-99,0.694,0.095,0.034,0.013,0.007,0.005,0.003,0.086,07/10/2006,1.204,766,0.354,0.402,0.409,0.381,0.389,0.425,0.433,0.399
2006,192,54,18,27.6,19.7,-99,4.285,2.725,1.999,4.275,2.725,1.55,0,0,339.13,122.68,40.17,82.51,0,0,-99,-99,-99,1.293,0.155,0.055,0.021,0.011,0.009,0.006,0.273,07/11/2006,1.361,872,0.32,0.392,0.4,0.378,0.386,0.424,0.432,0.390285714
2006,193,55,21.5,30.4,17,-99,5.139,3.679,2.216,5.079,3.679,1.399,0,0,344.27,127.76,43.85,83.91,0,0,-99,-99,-99,1.148,0.152,0.053,0.02,0.011,0.009,0.006,0.368,07/12/2006,1.515,994,0.29,0.38,0.39,0.374,0.382,0.422,0.431,0.381285714
2006,194,56,18.8,33.8,18.3,-99,4.679,2.912,1.868,4.668,2.912,1.756,0,0,348.95,132.43,46.76,85.67,0,0,-99,-99,-99,1.447,0.198,0.064,0.022,0.011,0.009,0.006,0.291,07/13/2006,1.664,1122,0.267,0.368,0.379,0.37,0.378,0.42,0.43,0.373142857
2006,195,57,28.2,33.2,17,-99,6.905,4.358,2.539,6.888,4.358,2.53,0,0,355.85,139.31,51.12,88.2,0,0,-99,-99,-99,0.141,0.302,0.444,0.383,0.323,0.466,0.471,0.436,07/14/2006,1.849,1254,0.247,0.356,0.367,0.367,0.374,0.418,0.429,0.365428571
2006,196,58,29.3,34.7,17.5,-99,7.282,5.235,2.464,7.264,5.235,2.029,0,0,363.13,146.58,56.35,90.23,0,0,-99,-99,-99,1.673,0.236,0.071,0.023,0.01,0.009,0.005,0.523,07/15/2006,2.043,1341,0.303,0.35,0.363,0.366,0.373,0.417,0.428,0.371428571
2006,197,59,29.3,35.2,21.1,-99,7.537,5.716,2.338,7.518,5.716,1.802,0,0,370.67,154.1,62.07,92.03,0,0,-99,-99,-99,1.46,0.226,0.069,0.023,0.01,0.009,0.005,0.572,07/16/2006,2.248,1474,0.277,0.338,0.351,0.364,0.369,0.416,0.426,0.363
2006,198,60,26.9,34.7,21.3,-99,6.803,5.197,1.924,6.786,5.197,1.589,0,0,377.47,160.88,67.26,93.62,0,0,-99,-99,-99,1.262,0.215,0.065,0.023,0.01,0.009,0.005,0.52,07/17/2006,2.435,1530,0.37,0.335,0.349,0.363,0.369,0.415,0.426,0.375285714
2006,199,61,28.5,31.8,15.4,-99,6.679,5.258,1.718,6.658,5.258,1.4,0,0,384.15,167.54,72.52,95.02,0,0,-99,-99,-99,1.086,0.205,0.063,0.022,0.01,0.009,0.005,0.526,07/18/2006,2.663,1659,0.338,0.327,0.34,0.361,0.367,0.414,0.425,0.367428571
2006,200,62,27.4,37.6,23.5,-99,8.051,6.762,1.909,8.031,6.762,1.269,0,0,392.2,175.57,79.29,96.28,0,0,-99,-99,-99,0.97,0.194,0.059,0.022,0.01,0.009,0.005,0.676,07/19/2006,2.885,1813,0.302,0.32,0.328,0.359,0.364,0.411,0.423,0.358142857
2006,201,63,23.2,32.4,23.4,-99,5.769,4.603,1.253,5.749,4.599,1.15,0,0,397.97,181.32,83.88,97.43,0,0,-99,-99,-99,0.87,0.18,0.055,0.021,0.01,0.009,0.005,0.46,07/20/2006,3.115,1950,0.419,0.454,0.436,0.357,0.361,0.409,0.421,0.408142857
2006,202,64,23.7,27.5,15.4,-99,5.258,4.2,1.048,5.24,4.2,1.04,0,0,403.23,186.56,88.08,98.47,0,0,-99,-99,-99,0.855,0.122,0.034,0.013,0.006,0.006,0.003,0.42,07/21/2006,3.343,2125,0.408,0.44,0.421,0.353,0.357,0.405,0.417,0.400142857
2006,203,65,27.1,29,14.9,-99,6.097,4.959,1.126,6.076,4.959,1.117,0,0,409.33,192.64,93.04,99.59,0,0,-99,-99,-99,0.959,0.108,0.027,0.011,0.005,0.005,0.003,0.496,07/22/2006,3.559,2307,0.368,0.424,0.407,0.352,0.355,0.402,0.415,0.389
2006,204,66,28.2,31.3,14.9,-99,6.503,5.375,1.117,6.482,5.375,1.107,0,0,415.83,199.12,98.42,100.7,0,0,-99,-99,-99,0.945,0.109,0.027,0.011,0.006,0.005,0.003,0.537,07/23/2006,3.782,2488,0.33,0.408,0.391,0.35,0.353,0.399,0.412,0.377571429
2006,205,67,28.5,31.2,18.6,-99,6.739,5.65,1.078,6.718,5.65,1.067,0,0,422.57,205.84,104.07,101.77,0,0,-99,-99,-99,0.905,0.107,0.028,0.012,0.006,0.005,0.003,0.565,07/24/2006,4.002,2666,0.298,0.393,0.377,0.348,0.352,0.396,0.41,0.367714286
2006,206,68,12.5,29.8,19.4,-99,2.925,2.486,0.434,2.915,2.486,0.429,0,0.001,425.49,208.75,106.55,102.19,0,0,-99,-99,-99,0.361,0.044,0.013,0.005,0.003,0.002,0.001,0.249,07/25/2006,4.195,2858,0.276,0.377,0.361,0.347,0.35,0.394,0.407,0.358857143
2006,207,69,27.1,35.4,20.7,-99,6.909,5.946,0.954,6.89,5.946,0.943,0,0.001,432.4,215.64,112.5,103.14,0,0,-99,-99,-99,0.786,0.1,0.029,0.013,0.006,0.006,0.004,0.595,07/26/2006,4.398,3034,0.254,0.355,0.34,0.345,0.348,0.39,0.404,0.348
2006,208,70,18.7,29.9,21.8,-99,4.452,3.852,0.593,4.438,3.852,0.585,0,0.001,436.85,220.08,116.35,103.72,0,0,-99,-99,-99,0.48,0.066,0.02,0.009,0.004,0.004,0.002,0.385,07/27/2006,4.598,3201,0.24,0.34,0.325,0.344,0.346,0.387,0.401,0.340428571
2006,209,71,28,32.5,18.8,-99,6.707,5.824,0.874,4.228,3.366,0.862,0,0.001,443.56,224.31,119.72,104.58,0,0.01,-99,-99,-99,0.702,0.099,0.03,0.013,0.007,0.006,0.004,0.337,07/28/2006,4.77,3387,0.432,0.38,0.317,0.342,0.345,0.384,0.398,0.371142857
2006,210,72,27.8,34.4,22.5,-99,6.97,6.048,0.917,3.756,2.853,0.902,0,0.001,450.53,228.06,122.57,105.49,0,0.01,-99,-99,-99,0.727,0.109,0.033,0.015,0.007,0.007,0.004,0.285,07/29/2006,4.933,3591,0.402,0.36,0.311,0.341,0.343,0.38,0.395,0.361714286
2006,211,73,27.7,35.4,22.5,-99,7.144,6.189,0.95,3.453,2.517,0.934,0,0.001,457.67,231.52,125.09,106.42,0,0.01,-99,-99,-99,0.743,0.119,0.037,0.016,0.008,0.008,0.005,0.252,07/30/2006,5.093,3792,0.373,0.338,0.306,0.339,0.342,0.376,0.391,0.352142857
2006,212,74,26.5,35.8,24.7,-99,7.088,6.136,0.954,3.178,2.245,0.932,0,0.001,464.76,234.7,127.33,107.35,0,0.01,-99,-99,-99,0.728,0.126,0.039,0.017,0.009,0.008,0.005,0.224,07/31/2006,5.264,3988,0.414,0.436,0.403,0.338,0.34,0.371,0.387,0.384142857
2006,213,75,21.8,35.4,23.6,-99,5.664,4.89,0.773,2.777,2.018,0.757,0,0.001,470.43,237.47,129.35,108.11,0,0.01,-99,-99,-99,0.615,0.088,0.027,0.012,0.006,0.006,0.004,0.202,08/01/2006,5.414,4100,0.403,0.429,0.396,0.337,0.34,0.37,0.385,0.38
2006,214,76,8.5,24.5,19.1,-99,1.867,1.595,0.271,1.861,1.595,0.263,0,0.002,472.29,239.33,130.95,108.37,0,0.01,-99,-99,-99,0.223,0.025,0.008,0.003,0.002,0.002,0.001,0.16,08/02/2006,5.57,4289,0.421,0.444,0.444,0.407,0.339,0.367,0.382,0.400571429
2006,215,77,28.3,29.2,14.9,-99,6.355,5.41,0.951,3.432,2.508,0.92,0,0.004,478.65,242.76,133.46,109.29,0,0.01,-99,-99,-99,0.786,0.082,0.026,0.011,0.006,0.005,0.003,0.251,08/03/2006,5.717,4447,0.406,0.434,0.434,0.403,0.338,0.365,0.381,0.394428571
2006,216,78,27.8,29.6,12.2,-99,6.143,5.171,0.99,2.679,1.729,0.944,0,0.006,484.79,245.44,135.18,110.24,0,0.02,-99,-99,-99,0.79,0.095,0.03,0.013,0.007,0.006,0.004,0.173,08/04/2006,5.852,4643,0.385,0.419,0.42,0.397,0.337,0.362,0.378,0.385428571
2006,217,79,25.9,34.6,19.3,-99,6.371,5.303,1.107,2.589,1.54,1.041,0,0.009,491.16,248.03,136.72,111.28,0,0.03,-99,-99,-99,0.909,0.081,0.025,0.011,0.006,0.005,0.003,0.154,08/05/2006,5.979,4831,0.422,0.445,0.445,0.478,0.362,0.359,0.375,0.412285714
2006,218,80,9.8,28.6,22.6,-99,2.318,1.905,0.434,2.311,1.905,0.385,0,0.02,493.48,250.34,138.63,111.67,0,0.05,-99,-99,-99,0.338,0.033,0.007,0.003,0.002,0.002,0.001,0.191,08/06/2006,6.094,5019,0.41,0.43,0.429,0.468,0.362,0.356,0.372,0.403857143
2006,219,81,12,23.4,17.7,-99,2.575,2.136,0.464,2.566,2.136,0.401,0,0.028,496.06,252.91,140.77,112.07,0,0.08,-99,-99,-99,0.341,0.045,0.008,0.003,0.002,0.001,0.001,0.214,08/07/2006,6.194,5202,0.432,0.445,0.444,0.477,0.449,0.352,0.369,0.424
2006,220,82,11.1,25.8,18.3,-99,2.462,2.036,0.453,2.454,2.036,0.383,0,0.035,498.52,255.36,142.8,112.45,0,0.11,-99,-99,-99,0.322,0.043,0.011,0.004,0.001,0.001,0.001,0.204,08/08/2006,6.259,5349,0.435,0.448,0.443,0.471,0.448,0.35,0.366,0.423
2006,221,83,22.7,33.3,22.3,-99,5.627,4.631,1.075,5.612,4.631,0.941,0,0.04,504.15,260.97,147.43,113.39,0,0.15,-99,-99,-99,0.058,0.115,0.176,0.176,0.099,0.158,0.159,0.463,08/09/2006,6.182,5359,0.439,0.446,0.439,0.469,0.447,0.349,0.365,0.422
2006,222,84,19.8,29.1,21.6,-99,4.67,3.822,0.926,4.656,3.822,0.782,0,0.052,508.82,265.63,151.25,114.17,0,0.2,-99,-99,-99,0.653,0.086,0.026,0.01,0.003,0.003,0.002,0.382,08/10/2006,6.241,5553,0.439,0.447,0.446,0.478,0.478,0.44,0.363,0.441571429
2006,223,85,25.3,28.9,19.1,-99,5.841,4.815,1.134,5.822,4.815,0.942,0,0.065,514.66,271.45,156.07,115.11,0,0.27,-99,-99,-99,0.784,0.106,0.032,0.012,0.004,0.003,0.002,0.482,08/11/2006,6.275,5761,0.433,0.434,0.433,0.47,0.47,0.442,0.36,0.434571429
2006,224,86,19.5,28.6,19.7,-99,4.506,3.73,0.859,4.492,3.73,0.688,0,0.074,519.16,275.94,159.8,115.8,0,0.34,-99,-99,-99,0.569,0.078,0.024,0.009,0.003,0.003,0.002,0.373,08/12/2006,6.3,5930,0.437,0.447,0.447,0.479,0.479,0.465,0.423,0.453857143
