,ET,Formatted_Date,Date,LAID,AGB,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,SW_Mean
89,5.468,30/08/2004,2004-08-30,4.476,5680,0.369,0.406,0.406,0.457,0.461,0.449,0.448,0.428
90,5.176,31/08/2004,2004-08-31,4.414,5823,0.436,0.45,0.45,0.479,0.48,0.465,0.458,0.4597142857142857
91,5.111,01/09/2004,2004-09-01,4.342,5960,0.428,0.44,0.44,0.471,0.473,0.459,0.456,0.4524285714285714
92,5.436,02/09/2004,2004-09-02,4.27,6105,0.436,0.45,0.449,0.479,0.48,0.465,0.465,0.4605714285714285
93,5.261,03/09/2004,2004-09-03,4.196,6240,0.427,0.439,0.439,0.471,0.472,0.46,0.459,0.4524285714285714
94,4.94,04/09/2004,2004-09-04,4.121,6367,0.419,0.43,0.429,0.466,0.469,0.458,0.456,0.44671428571428573
95,2.295,05/09/2004,2004-09-05,4.048,6435,0.441,0.456,0.456,0.482,0.482,0.465,0.46,0.46314285714285713
96,5.024,06/09/2004,2004-09-06,3.98,6565,0.433,0.444,0.444,0.472,0.474,0.46,0.458,0.455
97,4.852,07/09/2004,2004-09-07,3.918,6701,0.425,0.435,0.434,0.468,0.47,0.458,0.455,0.44928571428571434
98,4.275,08/09/2004,2004-09-08,3.863,6822,0.407,0.426,0.426,0.465,0.468,0.456,0.454,0.44314285714285717
99,4.748,09/09/2004,2004-09-09,3.808,6958,0.387,0.417,0.418,0.461,0.465,0.455,0.452,0.43642857142857144
100,4.846,10/09/2004,2004-09-10,3.749,7094,0.366,0.408,0.409,0.458,0.462,0.454,0.451,0.42971428571428577
101,4.93,11/09/2004,2004-09-11,3.688,7218,0.345,0.398,0.4,0.454,0.46,0.452,0.449,0.42257142857142854
102,4.849,12/09/2004,2004-09-12,3.625,7336,0.324,0.389,0.391,0.451,0.457,0.451,0.447,0.41571428571428576
103,4.862,13/09/2004,2004-09-13,3.558,7434,0.303,0.379,0.382,0.447,0.454,0.449,0.446,0.40857142857142864
104,3.267,14/09/2004,2004-09-14,3.495,7512,0.291,0.372,0.376,0.445,0.452,0.448,0.445,0.4041428571428572
105,4.45,15/09/2004,2004-09-15,3.442,7625,0.429,0.408,0.368,0.441,0.45,0.447,0.443,0.4265714285714286
106,4.428,16/09/2004,2004-09-16,3.394,7732,0.408,0.4,0.36,0.438,0.447,0.446,0.442,0.4201428571428572
107,4.177,17/09/2004,2004-09-17,3.344,7845,0.425,0.452,0.453,0.45,0.445,0.445,0.441,0.4444285714285714
108,4.738,18/09/2004,2004-09-18,3.291,7953,0.418,0.443,0.444,0.445,0.442,0.442,0.438,0.43885714285714295
109,4.728,19/09/2004,2004-09-19,3.239,8055,0.422,0.451,0.452,0.481,0.481,0.464,0.444,0.4564285714285714
110,4.655,20/09/2004,2004-09-20,3.191,8156,0.415,0.443,0.443,0.472,0.473,0.459,0.451,0.4508571428571429
111,0.31,21/09/2004,2004-09-21,3.115,8107,0.444,0.46,0.459,0.484,0.484,0.467,0.467,0.46642857142857147
112,4.021,22/09/2004,2004-09-22,3.072,8204,0.438,0.451,0.45,0.477,0.479,0.465,0.465,0.4607142857142857
113,3.99,23/09/2004,2004-09-23,3.035,8295,0.439,0.453,0.452,0.474,0.476,0.463,0.462,0.4598571428571429
114,4.171,24/09/2004,2004-09-24,3.002,8391,0.434,0.445,0.444,0.47,0.47,0.458,0.458,0.4541428571428572
115,4.02,25/09/2004,2004-09-25,2.97,8479,0.429,0.438,0.436,0.466,0.467,0.457,0.456,0.4498571428571428
116,3.855,26/09/2004,2004-09-26,2.938,8572,0.41,0.431,0.43,0.463,0.465,0.456,0.455,0.4442857142857143
117,2.511,27/09/2004,2004-09-27,2.333,8241,0.397,0.426,0.426,0.461,0.464,0.455,0.454,0.44042857142857145
118,3.849,28/09/2004,2004-09-28,1.856,7982,0.374,0.419,0.42,0.459,0.462,0.454,0.453,0.43442857142857144
119,3.561,29/09/2004,2004-09-29,1.476,7781,0.35,0.413,0.415,0.457,0.46,0.453,0.452,0.42857142857142855
120,3.395,30/09/2004,2004-09-30,1.173,7643,0.325,0.407,0.41,0.455,0.459,0.452,0.451,0.4227142857142857
121,1.489,01/10/2004,2004-10-01,0.934,7487,0.318,0.405,0.408,0.454,0.458,0.452,0.451,0.4208571428571429
122,2.805,02/10/2004,2004-10-02,0.0,7008,0.296,0.4,0.405,0.452,0.457,0.452,0.45,0.416
123,1.586,03/10/2004,2004-10-03,-0.002,7000,0.273,0.398,0.404,0.452,0.457,0.452,0.45,0.41228571428571437
124,1.453,04/10/2004,2004-10-04,-0.004,6994,0.253,0.395,0.404,0.452,0.457,0.451,0.45,0.40885714285714286
125,1.358,05/10/2004,2004-10-05,-0.005,6988,0.234,0.393,0.403,0.452,0.457,0.451,0.45,0.40571428571428575
126,0.924,06/10/2004,2004-10-06,-0.006,6982,0.247,0.392,0.403,0.452,0.457,0.451,0.45,0.4074285714285715
127,0.394,07/10/2004,2004-10-07,-0.007,6977,0.345,0.391,0.403,0.452,0.457,0.451,0.45,0.4212857142857143
128,2.173,08/10/2004,2004-10-08,-0.008,6971,0.318,0.389,0.402,0.451,0.456,0.451,0.45,0.41671428571428576
