,@YEAR,DOY,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,Date,Unnamed: 0_x,DAP,L#SD,GSTD,LAID,LWAD,SWAD,GWAD,RWAD,VWAD,CWAD,G#AD,GWGD,HIAD,PWAD,P#AD,WSPD,WSGD,NSTD,EWSD,PST1A,PST2A,KSTD,LN%D,SH%D,HIPD,PWDD,PWTD,SLAD,CHTD,CWID,RDPD,RL1D,RL2D,RL3D,RL4D,RL5D,RL6D,RL7D,CDAD,LDAD,SDAD,SNW0C,SNW1C,DTTD,SWTD,SWXD,ROFC,DRNC,PREC,IR#C,IRRC,DTWT,MWTD,TDFD,TDFC,ROFD,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,Formatted_Date
10,2007,133,12,27.9,31.4,15.9,-99.0,7.599,0.08,7.518,1.677,0.08,1.597,0.0,0.0,61.16,25.82,0.16,25.66,0.0,0.0,-99.0,-99.0,-99.0,1.202,0.25,0.079,0.031,0.016,0.012,0.007,0.008,2007-05-13,2007-05-13,10,3.0,1,0.02,30,30,0,37,60,60,0,0.0,0.0,0,0,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,75.2,0.01,0.0,0.2,0.53,0.26,0.01,0.0,0.0,0.0,0.0,0,0,0,0,0,17.59,448,191,34,20,105,0,0,100,0.0,0.0,0.0,0.0,0.283,0.437,0.448,0.469,0.47,0.456,0.456,13/05/2007
11,2007,134,13,25.0,32.3,17.4,-99.0,6.929,0.1,6.829,1.983,0.1,1.884,0.0,0.0,68.09,27.81,0.26,27.54,0.0,0.0,-99.0,-99.0,-99.0,1.484,0.254,0.079,0.031,0.016,0.012,0.007,0.01,2007-05-14,2007-05-14,11,3.0,1,0.03,30,30,0,40,60,60,0,0.0,0.0,0,0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,93.6,0.01,0.0,0.22,0.53,0.28,0.03,0.0,0.0,0.0,0.0,0,0,0,0,0,18.48,457,199,34,20,115,0,0,100,0.0,0.0,0.0,0.1,0.415,0.452,0.45,0.469,0.47,0.456,0.456,14/05/2007
12,2007,135,14,18.7,17.2,9.1,-99.0,4.076,0.073,4.003,4.075,0.073,4.003,0.0,0.0,72.17,31.88,0.34,31.55,0.0,0.0,-99.0,-99.0,-99.0,0.188,0.401,0.598,0.613,0.612,0.795,0.795,0.007,2007-05-15,2007-05-15,12,3.0,1,0.03,30,30,0,44,60,60,0,0.0,0.0,0,0,0.0,0.0,0.0,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0,0,98.8,0.01,0.0,0.22,0.52,0.28,0.04,0.0,0.0,0.0,0.0,0,0,0,0,0,5.77,457,200,35,20,120,0,0,100,0.0,0.0,0.0,0.09,0.44,0.456,0.455,0.47,0.468,0.452,0.452,15/05/2007
13,2007,136,15,18.9,21.8,7.6,-99.0,4.337,0.082,4.255,4.26,0.082,4.178,0.0,0.0,76.5,36.14,0.42,35.72,0.0,0.0,-99.0,-99.0,-99.0,0.203,0.418,0.626,0.642,0.638,0.825,0.826,0.008,2007-05-16,2007-05-16,13,3.0,1,0.03,30,30,0,47,60,60,0,0.0,0.0,0,0,0.0,0.0,0.0,0.656,0.0,0.0,0.0,0.0,0.0,0.0,0,0,103.0,0.01,0.0,0.23,0.51,0.29,0.05,0.0,0.0,0.0,0.0,0,0,0,0,0,7.8,453,196,35,20,120,0,0,100,0.0,0.0,0.0,0.0,0.434,0.45,0.449,0.468,0.464,0.447,0.448,16/05/2007
14,2007,137,16,30.4,21.8,6.0,-99.0,6.872,0.135,6.737,2.376,0.135,2.241,0.0,0.0,83.38,38.52,0.55,37.97,0.0,0.0,-99.0,-99.0,-99.0,1.841,0.257,0.079,0.031,0.016,0.011,0.007,0.013,2007-05-17,2007-05-17,14,3.0,1,0.03,30,30,0,54,60,60,0,0.0,0.0,0,0,0.0,0.0,0.0,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0,0,111.7,0.01,0.0,0.24,0.53,0.33,0.08,0.0,0.0,0.0,0.0,0,0,0,0,0,8.08,451,193,35,20,120,0,0,100,0.0,0.0,0.0,0.0,0.397,0.446,0.449,0.468,0.464,0.447,0.448,17/05/2007
15,2007,138,17,29.6,25.5,8.8,-99.0,7.164,0.152,7.011,2.2,0.152,2.048,0.0,0.0,90.54,40.72,0.71,40.01,0.0,0.0,-99.0,-99.0,-99.0,1.649,0.254,0.079,0.031,0.016,0.011,0.007,0.015,2007-05-18,2007-05-18,15,4.0,1,0.05,30,30,0,61,60,60,0,0.0,0.0,0,0,0.0,0.0,0.0,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0,0,152.4,0.01,0.0,0.25,0.55,0.36,0.11,0.0,0.0,0.0,0.0,0,0,0,0,0,11.39,448,191,35,20,120,0,0,100,0.0,0.0,0.0,0.0,0.362,0.443,0.448,0.467,0.464,0.447,0.448,18/05/2007
16,2007,139,18,29.2,26.8,12.6,-99.0,7.37,0.213,7.156,2.083,0.213,1.87,0.0,0.0,97.91,42.8,0.92,41.88,0.0,0.0,-99.0,-99.0,-99.0,1.474,0.252,0.079,0.031,0.016,0.011,0.007,0.021,2007-05-19,2007-05-19,16,4.0,1,0.06,30,30,0,70,60,60,0,0.0,0.0,0,0,0.0,0.0,0.0,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0,0,207.6,0.01,0.0,0.26,0.58,0.4,0.15,0.0,0.0,0.0,0.0,0,0,0,0,0,13.57,446,189,35,20,120,0,0,100,0.0,0.0,0.0,0.0,0.33,0.44,0.447,0.467,0.464,0.447,0.448,19/05/2007
17,2007,140,19,26.4,27.9,14.7,-99.0,6.828,0.267,6.559,1.974,0.267,1.707,0.0,0.0,104.74,44.78,1.19,43.59,0.0,0.0,-99.0,-99.0,-99.0,1.313,0.25,0.079,0.031,0.016,0.011,0.007,0.027,2007-05-20,2007-05-20,17,4.0,1,0.08,30,30,0,81,60,60,0,0.0,0.0,0,0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0,0,276.1,0.02,0.0,0.28,0.62,0.46,0.21,0.0,0.0,0.0,0.0,0,0,0,0,0,14.84,444,187,35,20,120,0,0,100,0.0,0.0,0.0,0.0,0.301,0.437,0.447,0.467,0.464,0.447,0.448,20/05/2007
18,2007,141,20,23.0,27.5,17.3,-99.0,6.01,0.311,5.697,1.87,0.311,1.559,0.0,0.0,110.75,46.65,1.5,45.15,0.0,0.0,-99.0,-99.0,-99.0,1.167,0.248,0.079,0.031,0.016,0.011,0.007,0.031,2007-05-21,2007-05-21,18,5.0,1,0.11,31,30,0,94,61,61,0,0.0,0.0,0,0,0.0,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0,0,339.6,0.03,0.0,0.29,0.65,0.51,0.28,0.0,0.0,0.0,0.0,0,0,0,0,0,15.41,442,185,35,20,120,0,0,100,0.0,0.0,0.0,0.0,0.277,0.432,0.445,0.467,0.464,0.447,0.448,21/05/2007
19,2007,142,21,9.3,25.4,18.5,-99.0,2.382,0.156,2.225,1.602,0.156,1.446,0.0,0.0,113.13,48.25,1.65,46.6,0.0,0.0,-99.0,-99.0,-99.0,1.058,0.245,0.078,0.031,0.016,0.011,0.007,0.016,2007-05-22,2007-05-22,19,5.0,1,0.13,40,30,0,96,70,70,0,0.0,0.0,0,0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0,0,322.1,0.03,0.0,0.31,0.62,0.5,0.27,0.0,0.0,0.0,0.0,0,0,0,0,0,14.13,441,184,35,20,120,0,0,100,0.0,0.0,0.0,0.0,0.261,0.429,0.445,0.466,0.464,0.447,0.447,22/05/2007
20,2007,143,22,15.3,24.4,14.6,-99.0,3.74,0.298,3.44,2.118,0.298,1.819,0.0,0.0,116.87,50.37,1.95,48.42,0.0,0.0,-99.0,-99.0,-99.0,1.429,0.248,0.078,0.031,0.016,0.011,0.007,0.03,2007-05-23,2007-05-23,20,5.0,1,0.15,48,30,0,105,78,78,0,0.0,0.0,0,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0,0,310.7,0.04,0.0,0.32,0.65,0.53,0.32,0.0,0.0,0.0,0.0,0,0,0,0,0,12.07,450,193,35,20,131,0,0,100,0.0,0.0,0.0,0.05,0.416,0.439,0.443,0.466,0.464,0.447,0.447,23/05/2007
21,2007,144,23,21.3,19.7,10.5,-99.0,4.798,0.437,4.358,4.637,0.437,4.2,0.0,0.0,121.67,55.0,2.39,52.62,0.0,0.0,-99.0,-99.0,-99.0,0.198,0.413,0.623,0.649,0.647,0.838,0.832,0.044,2007-05-24,2007-05-24,21,5.0,1,0.16,52,30,0,124,82,82,0,0.0,0.0,0,0,0.0,0.0,0.0,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0,0,305.9,0.04,0.0,0.32,0.72,0.61,0.41,0.01,0.0,0.0,0.0,0,0,0,0,0,7.93,464,207,39,21,155,0,0,100,0.0,0.0,0.0,4.26,0.437,0.454,0.455,0.48,0.48,0.463,0.457,24/05/2007
22,2007,145,24,29.3,21.8,8.4,-99.0,6.669,0.642,6.022,4.873,0.642,4.231,0.0,0.0,128.34,59.88,3.03,56.85,0.0,0.0,-99.0,-99.0,-99.0,0.202,0.418,0.626,0.65,0.651,0.845,0.839,0.064,2007-05-25,2007-05-25,22,5.0,1,0.17,56,30,0,153,86,86,0,0.0,0.0,0,0,0.0,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0,0.0,0,0,301.2,0.04,0.0,0.33,0.86,0.75,0.57,0.02,0.0,0.0,0.0,0,0,0,0,0,8.87,457,200,39,23,155,0,0,100,0.0,0.0,0.0,0.0,0.427,0.449,0.448,0.471,0.472,0.456,0.454,25/05/2007
23,2007,146,25,19.4,21.1,12.6,-99.0,4.529,0.461,4.064,4.525,0.461,4.064,0.0,0.0,132.87,64.4,3.49,60.91,0.0,0.0,-99.0,-99.0,-99.0,0.194,0.405,0.604,0.625,0.624,0.809,0.803,0.046,2007-05-26,2007-05-26,23,6.0,1,0.18,59,30,0,173,89,89,0,0.0,0.0,0,0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,297.6,0.04,0.0,0.33,0.94,0.84,0.66,0.03,0.0,0.0,0.0,0,0,0,0,0,9.53,456,199,39,23,159,0,0,100,0.0,0.0,0.0,0.07,0.439,0.454,0.452,0.47,0.469,0.452,0.45,26/05/2007
24,2007,147,26,17.8,23.4,10.6,-99.0,4.208,0.447,3.758,4.205,0.447,3.758,0.0,0.0,137.07,68.61,3.94,64.67,0.0,0.0,-99.0,-99.0,-99.0,0.182,0.377,0.561,0.577,0.576,0.745,0.74,0.045,2007-05-27,2007-05-27,24,6.0,1,0.19,64,30,0,191,94,94,0,0.0,0.0,0,0,0.0,0.0,0.0,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0,0,292.7,0.04,0.0,0.34,1.0,0.91,0.74,0.04,0.0,0.0,0.0,0,0,0,0,0,9.91,452,195,39,23,159,0,0,100,0.0,0.0,0.0,0.0,0.433,0.449,0.446,0.466,0.466,0.449,0.446,27/05/2007
25,2007,148,27,14.9,24.6,16.3,-99.0,3.739,0.422,3.315,2.672,0.422,2.25,0.0,0.0,140.81,71.28,4.36,66.92,0.0,0.0,-99.0,-99.0,-99.0,1.851,0.256,0.079,0.031,0.016,0.012,0.007,0.042,2007-05-28,2007-05-28,25,6.0,1,0.21,74,30,0,203,104,104,0,0.0,0.0,0,0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0,0,284.0,0.05,0.0,0.36,1.04,0.95,0.79,0.05,0.0,0.0,0.0,0,0,0,0,0,12.91,450,193,39,23,159,0,0,100,0.0,0.0,0.0,0.0,0.401,0.445,0.445,0.466,0.466,0.449,0.446,28/05/2007
26,2007,149,28,16.1,25.5,18.2,-99.0,4.122,0.518,3.601,4.119,0.518,3.601,0.0,0.0,144.94,75.4,4.88,70.52,0.0,0.0,-99.0,-99.0,-99.0,0.169,0.363,0.539,0.553,0.553,0.714,0.71,0.052,2007-05-29,2007-05-29,26,6.0,1,0.23,81,30,0,221,111,111,0,0.0,0.0,0,0,0.0,0.0,0.0,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0,0,278.4,0.05,0.0,0.38,1.11,1.02,0.87,0.07,0.0,0.0,0.0,0,0,0,0,0,14.3,450,193,39,23,164,0,0,100,0.0,0.0,0.0,0.05,0.438,0.455,0.447,0.462,0.462,0.445,0.443,29/05/2007
27,2007,150,29,16.0,21.7,12.6,-99.0,3.744,0.504,3.236,3.74,0.504,3.236,0.0,0.0,148.68,79.14,5.38,73.76,0.0,0.0,-99.0,-99.0,-99.0,0.16,0.33,0.486,0.494,0.494,0.638,0.634,0.05,2007-05-30,2007-05-30,27,6.0,1,0.24,87,30,0,241,117,117,0,0.0,0.0,0,0,0.0,0.0,0.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0,0,274.3,0.06,0.0,0.39,1.19,1.11,0.96,0.1,0.0,0.0,0.0,0,0,0,0,0,9.71,448,191,39,23,165,0,0,100,0.0,0.0,0.0,0.0,0.44,0.452,0.445,0.458,0.459,0.442,0.439,30/05/2007
28,2007,151,30,19.4,25.4,10.7,-99.0,4.675,0.662,4.008,4.67,0.662,4.008,0.0,0.0,153.35,83.81,6.04,77.76,0.0,0.0,-99.0,-99.0,-99.0,0.198,0.407,0.605,0.623,0.618,0.783,0.773,0.066,2007-05-31,2007-05-31,28,7.0,1,0.25,92,30,0,268,122,122,0,0.0,0.0,0,0,0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0,0,270.9,0.06,0.0,0.41,1.26,1.17,1.04,0.14,0.0,0.0,0.0,0,0,0,0,0,11.22,454,197,40,23,177,0,0,100,0.0,0.0,0.0,1.32,0.439,0.454,0.454,0.479,0.474,0.442,0.435,31/05/2007
29,2007,152,31,14.7,21.5,14.3,-99.0,3.472,0.513,2.955,3.469,0.513,2.955,0.0,0.0,156.83,87.28,6.56,80.72,0.0,0.0,-99.0,-99.0,-99.0,0.145,0.298,0.447,0.464,0.462,0.576,0.563,0.051,2007-06-01,2007-06-01,29,7.0,1,0.26,99,30,0,287,129,129,0,0.0,0.0,0,0,0.0,0.0,0.0,0.632,0.0,0.0,0.0,0.0,0.0,0.0,0,0,266.7,0.06,0.0,0.42,1.29,1.22,1.09,0.16,0.0,0.0,0.0,0,0,0,0,0,10.29,451,193,40,23,177,0,0,100,0.0,0.0,0.0,0.0,0.435,0.449,0.449,0.472,0.471,0.442,0.433,01/06/2007
30,2007,153,32,21.2,21.1,12.3,-99.0,4.889,0.762,4.121,4.883,0.762,4.121,0.0,0.0,161.71,92.16,7.32,84.84,0.0,0.0,-99.0,-99.0,-99.0,0.203,0.418,0.626,0.646,0.644,0.803,0.782,0.076,2007-06-02,2007-06-02,30,7.0,1,0.28,105,30,0,319,135,135,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,263.6,0.07,0.0,0.43,1.4,1.33,1.21,0.22,0.0,0.0,0.0,0,0,0,0,0,9.49,450,193,40,23,181,0,0,100,0.0,0.0,0.0,0.11,0.438,0.453,0.453,0.471,0.47,0.438,0.429,02/06/2007
31,2007,154,33,21.8,24.9,14.2,-99.0,5.35,0.868,4.477,4.974,0.868,4.107,0.0,0.0,167.06,97.13,8.19,88.95,0.0,0.0,-99.0,-99.0,-99.0,0.204,0.419,0.626,0.645,0.641,0.796,0.775,0.087,2007-06-03,2007-06-03,31,7.0,2,0.3,107,30,0,356,137,137,0,0.0,0.0,0,0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,280.4,0.07,0.0,0.45,1.53,1.46,1.34,0.28,0.0,0.0,0.0,0,0,0,0,0,12.54,446,189,40,23,183,0,0,100,0.0,0.0,0.0,0.0,0.438,0.451,0.448,0.468,0.466,0.434,0.425,03/06/2007
32,2007,155,34,25.3,28.2,14.7,-99.0,6.466,1.13,5.329,5.228,1.13,4.098,0.0,0.0,173.53,102.36,9.32,93.05,0.0,0.0,-99.0,-99.0,-99.0,0.204,0.419,0.627,0.651,0.642,0.789,0.766,0.113,2007-06-04,2007-06-04,32,7.0,2,0.32,118,30,0,398,148,148,0,0.0,0.0,0,0,0.0,0.0,0.0,0.696,0.0,0.0,0.0,0.0,0.0,0.0,0,0,274.5,0.08,0.0,0.47,1.64,1.57,1.47,0.36,0.0,0.0,0.0,0,0,0,0,0,14.95,448,191,41,23,190,0,0,100,0.0,0.0,0.0,0.47,0.438,0.453,0.452,0.478,0.471,0.432,0.421,04/06/2007
33,2007,156,35,30.9,24.6,12.1,-99.0,7.391,1.386,5.996,5.463,1.386,4.077,0.0,0.0,180.92,107.83,10.7,97.12,0.0,0.0,-99.0,-99.0,-99.0,0.202,0.416,0.624,0.649,0.643,0.785,0.758,0.139,2007-06-05,2007-06-05,33,8.0,2,0.36,133,30,0,453,163,163,0,0.0,0.0,0,0,0.0,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0,0,267.7,0.09,0.0,0.48,1.84,1.78,1.68,0.46,0.02,0.0,0.0,0,0,0,0,0,12.11,443,185,41,23,190,0,0,100,0.0,0.0,0.0,0.0,0.431,0.444,0.444,0.47,0.468,0.43,0.417,05/06/2007
34,2007,157,36,24.4,31.1,14.7,-99.0,6.405,1.309,5.088,3.526,1.309,2.217,0.0,0.0,187.33,111.35,12.01,99.34,0.0,0.0,-99.0,-99.0,-99.0,1.822,0.253,0.078,0.031,0.016,0.011,0.006,0.131,2007-06-06,2007-06-06,34,8.0,2,0.42,165,30,0,490,195,195,0,0.0,0.0,0,0,0.0,0.0,0.0,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0,0,256.0,0.1,0.0,0.5,1.95,1.89,1.79,0.52,0.05,0.0,0.0,0,0,0,0,0,16.64,439,182,41,23,190,0,0,100,0.0,0.0,0.0,0.0,0.391,0.438,0.44,0.468,0.467,0.43,0.417,06/06/2007
35,2007,158,37,31.4,29.0,13.6,-99.0,7.905,1.875,6.018,3.886,1.875,2.01,0.0,0.0,195.23,115.24,13.89,101.35,0.0,0.0,-99.0,-99.0,-99.0,1.621,0.248,0.077,0.031,0.016,0.011,0.006,0.188,2007-06-07,2007-06-07,35,8.0,2,0.5,203,30,0,551,233,233,0,0.0,0.0,0,0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0,0,245.4,0.12,0.0,0.52,2.16,2.11,2.01,0.62,0.11,0.0,0.0,0,0,0,0,0,15.51,435,178,41,23,190,0,0,100,0.0,0.0,0.0,0.0,0.35,0.43,0.435,0.467,0.467,0.43,0.417,07/06/2007
36,2007,159,38,31.7,23.4,11.2,-99.0,7.244,1.975,5.256,3.77,1.975,1.795,0.0,0.0,202.48,119.01,15.86,103.15,0.0,0.0,-99.0,-99.0,-99.0,1.412,0.243,0.076,0.031,0.016,0.011,0.006,0.197,2007-06-08,2007-06-08,36,8.0,3,0.56,235,30,0,629,265,265,0,0.0,0.0,0,0,0.0,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,236.3,0.13,0.0,0.54,2.44,2.39,2.3,0.74,0.19,0.0,0.0,0,0,0,0,0,11.07,431,174,41,23,190,0,0,100,0.0,0.0,0.0,0.0,0.314,0.421,0.429,0.465,0.467,0.43,0.417,08/06/2007
