,ET,Formatted_Date,Date,LAID,AGB,SW1D,SW2D,SW3D,SW4D,SW5D,SW6D,SW7D,SW_Mean
51,4.665,25/06/2005,2005-06-25,3.51,2717,0.454,0.44,0.422,0.368,0.386,0.401,0.376,0.4067142857142857
52,7.194,26/06/2005,2005-06-26,3.83,3094,0.463,0.43,0.43,0.448,0.407,0.399,0.376,0.4218571428571428
53,5.014,27/06/2005,2005-06-27,4.03,3343,0.466,0.434,0.434,0.448,0.404,0.397,0.375,0.4225714285714286
54,6.949,28/06/2005,2005-06-28,4.22,3603,0.459,0.429,0.429,0.432,0.39,0.394,0.375,0.4154285714285714
55,4.819,29/06/2005,2005-06-29,4.34,3789,0.468,0.438,0.438,0.451,0.449,0.455,0.374,0.43900000000000006
56,6.771,30/06/2005,2005-06-30,4.46,3978,0.458,0.433,0.433,0.444,0.43,0.45,0.373,0.43157142857142855
57,6.218,01/07/2005,2005-07-01,4.5,4068,0.466,0.438,0.438,0.451,0.443,0.475,0.43,0.4487142857142858
58,6.725,02/07/2005,2005-07-02,4.9,4601,0.46,0.432,0.432,0.443,0.43,0.468,0.431,0.4422857142857143
59,3.895,03/07/2005,2005-07-03,5.03,4909,0.454,0.428,0.428,0.437,0.422,0.466,0.431,0.43800000000000006
60,6.475,04/07/2005,2005-07-04,5.2,5371,0.44,0.421,0.421,0.428,0.408,0.464,0.429,0.4301428571428571
61,6.262,05/07/2005,2005-07-05,5.26,5639,0.464,0.436,0.436,0.449,0.446,0.477,0.469,0.45385714285714285
62,5.146,06/07/2005,2005-07-06,5.33,5951,0.457,0.432,0.432,0.444,0.431,0.471,0.467,0.4477142857142857
63,6.421,07/07/2005,2005-07-07,5.33,6128,0.465,0.437,0.437,0.451,0.442,0.477,0.478,0.45528571428571435
64,6.214,08/07/2005,2005-07-08,5.38,6432,0.455,0.43,0.43,0.443,0.429,0.47,0.472,0.447
65,6.653,09/07/2005,2005-07-09,5.39,6650,0.463,0.436,0.436,0.45,0.445,0.476,0.478,0.4548571428571429
66,6.604,10/07/2005,2005-07-10,5.42,6967,0.451,0.428,0.428,0.441,0.433,0.469,0.472,0.446
67,5.508,11/07/2005,2005-07-11,5.4,7133,0.464,0.436,0.436,0.451,0.449,0.477,0.478,0.45585714285714285
68,6.002,12/07/2005,2005-07-12,5.41,7387,0.455,0.43,0.429,0.443,0.44,0.469,0.474,0.4485714285714285
69,6.157,13/07/2005,2005-07-13,5.43,7707,0.444,0.423,0.42,0.435,0.43,0.466,0.469,0.441
70,5.917,14/07/2005,2005-07-14,5.47,8096,0.432,0.415,0.412,0.427,0.421,0.464,0.468,0.4341428571428571
71,5.871,15/07/2005,2005-07-15,5.45,8287,0.463,0.435,0.434,0.451,0.45,0.477,0.478,0.4554285714285714
72,6.253,16/07/2005,2005-07-16,5.43,8457,0.448,0.436,0.435,0.452,0.451,0.477,0.478,0.4538571428571428
73,5.98,17/07/2005,2005-07-17,5.42,8638,0.449,0.436,0.436,0.452,0.452,0.477,0.478,0.45428571428571424
74,6.515,18/07/2005,2005-07-18,5.41,8845,0.443,0.428,0.427,0.445,0.444,0.469,0.473,0.447
75,6.348,19/07/2005,2005-07-19,5.42,9147,0.427,0.419,0.419,0.437,0.437,0.466,0.468,0.439
76,5.999,20/07/2005,2005-07-20,5.42,9383,0.46,0.434,0.434,0.451,0.451,0.477,0.478,0.45499999999999996
77,3.163,21/07/2005,2005-07-21,5.42,9625,0.447,0.431,0.43,0.448,0.448,0.471,0.472,0.4495714285714286
78,6.66,22/07/2005,2005-07-22,5.36,10088,0.452,0.434,0.434,0.451,0.451,0.476,0.477,0.45357142857142857
79,7.761,23/07/2005,2005-07-23,5.3,10552,0.452,0.433,0.433,0.45,0.45,0.475,0.476,0.45271428571428574
80,6.989,24/07/2005,2005-07-24,5.24,11002,0.433,0.423,0.423,0.442,0.442,0.468,0.47,0.443
81,5.719,25/07/2005,2005-07-25,5.19,11368,0.459,0.435,0.435,0.452,0.452,0.477,0.477,0.45528571428571424
82,3.255,26/07/2005,2005-07-26,5.14,11602,0.46,0.439,0.439,0.455,0.455,0.478,0.478,0.4577142857142857
83,5.629,27/07/2005,2005-07-27,5.09,12057,0.431,0.433,0.433,0.448,0.448,0.47,0.471,0.4477142857142858
84,6.081,28/07/2005,2005-07-28,5.05,12507,0.408,0.425,0.425,0.442,0.442,0.467,0.468,0.43957142857142856
85,3.174,29/07/2005,2005-07-29,5.01,12686,0.399,0.421,0.421,0.438,0.438,0.465,0.467,0.43557142857142855
86,6.32,30/07/2005,2005-07-30,4.97,13105,0.379,0.411,0.412,0.431,0.431,0.462,0.465,0.4272857142857143
87,4.705,31/07/2005,2005-07-31,4.93,13384,0.366,0.404,0.404,0.426,0.426,0.461,0.464,0.42157142857142854
88,4.044,01/08/2005,2005-08-01,4.89,13619,0.356,0.397,0.397,0.422,0.422,0.459,0.463,0.41657142857142854
89,3.245,02/08/2005,2005-08-02,4.86,13896,0.348,0.391,0.392,0.418,0.418,0.458,0.462,0.4124285714285714
90,5.522,03/08/2005,2005-08-03,4.82,14301,0.463,0.434,0.434,0.452,0.447,0.458,0.46,0.44971428571428573
91,3.9,04/08/2005,2005-08-04,4.79,14672,0.455,0.425,0.425,0.45,0.445,0.456,0.459,0.44499999999999995
92,5.736,05/08/2005,2005-08-05,4.76,15058,0.462,0.431,0.431,0.456,0.455,0.477,0.477,0.4555714285714285
93,5.881,06/08/2005,2005-08-06,4.73,15422,0.449,0.42,0.42,0.449,0.448,0.469,0.47,0.44642857142857145
94,5.982,07/08/2005,2005-08-07,4.7,15786,0.436,0.408,0.408,0.444,0.443,0.467,0.468,0.4391428571428571
95,5.346,08/08/2005,2005-08-08,4.68,16150,0.423,0.397,0.397,0.44,0.439,0.464,0.466,0.43228571428571433
96,5.784,09/08/2005,2005-08-09,4.65,16514,0.406,0.385,0.385,0.436,0.435,0.463,0.465,0.425
97,4.937,10/08/2005,2005-08-10,4.63,16877,0.461,0.433,0.393,0.432,0.431,0.461,0.464,0.4392857142857142
98,3.02,11/08/2005,2005-08-11,4.61,17143,0.457,0.428,0.387,0.43,0.428,0.46,0.463,0.4361428571428571
99,1.598,12/08/2005,2005-08-12,4.58,17291,0.452,0.425,0.384,0.428,0.427,0.46,0.462,0.43400000000000005
100,2.883,13/08/2005,2005-08-13,4.56,17573,0.452,0.421,0.378,0.425,0.423,0.458,0.462,0.43128571428571433
101,5.291,14/08/2005,2005-08-14,4.54,18016,0.44,0.415,0.367,0.42,0.418,0.456,0.46,0.42514285714285716
102,5.122,15/08/2005,2005-08-15,4.52,18445,0.427,0.408,0.358,0.414,0.412,0.455,0.459,0.41900000000000004
103,5.446,16/08/2005,2005-08-16,4.5,18881,0.46,0.435,0.433,0.453,0.444,0.453,0.457,0.44785714285714284
104,3.082,17/08/2005,2005-08-17,4.48,19168,0.46,0.433,0.427,0.449,0.44,0.451,0.456,0.4451428571428572
105,6.012,18/08/2005,2005-08-18,4.47,19607,0.462,0.439,0.431,0.451,0.451,0.477,0.477,0.4554285714285714
106,2.785,19/08/2005,2005-08-19,4.45,19856,0.456,0.436,0.425,0.449,0.449,0.471,0.472,0.4511428571428571
107,4.883,20/08/2005,2005-08-20,4.43,20253,0.444,0.43,0.415,0.444,0.444,0.467,0.468,0.44457142857142856
108,4.665,21/08/2005,2005-08-21,4.42,20636,0.428,0.424,0.406,0.44,0.44,0.465,0.466,0.43842857142857145
109,3.248,22/08/2005,2005-08-22,4.4,20934,0.416,0.42,0.398,0.438,0.438,0.464,0.465,0.4341428571428571
110,3.272,23/08/2005,2005-08-23,4.39,21237,0.406,0.415,0.391,0.436,0.436,0.463,0.464,0.43014285714285716
111,2.437,24/08/2005,2005-08-24,4.38,21464,0.398,0.411,0.385,0.434,0.434,0.462,0.464,0.4268571428571429
112,3.305,25/08/2005,2005-08-25,4.36,21747,0.388,0.406,0.378,0.431,0.431,0.461,0.463,0.4225714285714286
113,5.082,26/08/2005,2005-08-26,4.35,22161,0.464,0.434,0.432,0.454,0.454,0.478,0.476,0.456
114,4.512,27/08/2005,2005-08-27,4.34,22548,0.452,0.431,0.418,0.45,0.451,0.472,0.474,0.4497142857142857
115,3.207,28/08/2005,2005-08-28,4.33,22839,0.465,0.439,0.433,0.457,0.457,0.478,0.479,0.4582857142857143
116,5.208,29/08/2005,2005-08-29,4.32,23259,0.451,0.432,0.422,0.45,0.45,0.471,0.471,0.4495714285714286
117,5.246,30/08/2005,2005-08-30,4.3,23680,0.438,0.425,0.411,0.446,0.446,0.468,0.469,0.4432857142857142
118,4.708,31/08/2005,2005-08-31,4.29,24087,0.424,0.418,0.4,0.442,0.443,0.466,0.467,0.43714285714285717
119,5.057,01/09/2005,2005-09-01,4.23,24510,0.407,0.41,0.388,0.439,0.439,0.465,0.466,0.4305714285714286
120,4.335,02/09/2005,2005-09-02,4.12,24893,0.392,0.402,0.378,0.436,0.437,0.463,0.465,0.4247142857142857
121,5.027,03/09/2005,2005-09-03,3.98,25292,0.376,0.392,0.367,0.433,0.433,0.462,0.463,0.41800000000000004
122,5.289,04/09/2005,2005-09-04,3.82,25695,0.358,0.381,0.356,0.429,0.43,0.46,0.462,0.4108571428571429
123,1.285,05/09/2005,2005-09-05,3.68,25809,0.436,0.378,0.354,0.428,0.429,0.46,0.462,0.421
124,2.105,06/09/2005,2005-09-06,3.54,25995,0.429,0.374,0.35,0.427,0.427,0.459,0.461,0.41814285714285715
125,3.724,07/09/2005,2005-09-07,3.38,26312,0.453,0.368,0.343,0.424,0.424,0.458,0.46,0.4185714285714286
126,4.806,08/09/2005,2005-09-08,3.19,26687,0.435,0.359,0.334,0.42,0.42,0.457,0.459,0.412
127,5.138,09/09/2005,2005-09-09,2.97,27068,0.414,0.349,0.325,0.416,0.416,0.455,0.458,0.4047142857142857
128,5.098,10/09/2005,2005-09-10,2.75,27443,0.393,0.34,0.316,0.411,0.412,0.454,0.457,0.3975714285714286
129,3.763,11/09/2005,2005-09-11,2.75,27443,0.376,0.333,0.31,0.408,0.409,0.453,0.456,0.3921428571428572
130,4.452,12/09/2005,2005-09-12,2.75,27443,0.356,0.325,0.305,0.404,0.405,0.452,0.455,0.38600000000000007
131,3.834,13/09/2005,2005-09-13,2.75,27443,0.338,0.317,0.301,0.4,0.401,0.45,0.453,0.37999999999999995
132,4.117,14/09/2005,2005-09-14,2.75,27443,0.322,0.308,0.298,0.396,0.397,0.448,0.452,0.37442857142857144
